additives_tags,brands,carbohydrates_100g,categories,countries,ecoscore_grade,energy_100g,fat_100g,fiber_100g,ingredients_text,labels,manufacturing_places,nutriscore_grade,origins,packaging,packaging_tags,product_name,proteins_100g,salt_100g,saturated-fat_100g,stores,sugars_100g
[],Contrex,0.0001,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles, Boissons sans sucre ajouté","Belgique,France",not-applicable,0.0001,0.0001,0.0,Eau minéralle,"Point Vert, Nutriscore, Triman",,a,France,"Bouteille,Bouchon en plastique,Bouteille en plastique,PETE 1,Statiegeld in nl","['en:bottle', 'fr:bouchon-en-plastique', 'fr:bouteille-en-plastique', 'fr:pete-1', 'fr:statiegeld-in-nl']",CONTREX eau minérale naturelle 1L,0.0001,0.0001,0.0001,Carrefour,0.0001
[],,,"Boissons, Eaux","Romania,en:romania",not-applicable,,,,,,,unknown,,PET1,['fr:pet1'],Bucovina Apa Plata,,,,,
[],Bjorg,5.5,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Substituts de produits laitiers, Substituts du lait, Fruits à coques et dérivés, Boissons à base de végétaux, Boissons végétales, Boissons végétales de fruits à coque, Laits d'amande, Laits d'amande natures sucrés","France,Morocco,Réunion,Switzerland",a,289.0,4.5,,"almond milk* (water, almonds* 2,8%), red cane sugar* 3,8%, rice starch*, seaweed lithothamnium calcareum 0,4%, sea salt,

*organic ingredients","Bio, Bio européen, Entreprise B certifiée, en:FSC, FSC Mix, IT-BIO-005, IT-BIO-007, Fabriqué en Italie, Nutriscore, Nutriscore B, AB Agriculture Biologique",Italie,b,,"Tetra Pak,Brick,fr:Brique cartonnée,fr:Brique en carton","['en:tetra-pak', 'en:brick', 'fr:brique-cartonnee', 'fr:brique-en-carton']",Bjorg amande,1.0,0.59,0.4,"monoprix,Magasins U,Carrefour Market,carrefour.fr",4.0
[],Yeo Valley Organic,5.4,"Beverages, Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, Kefir yogurts, Kefir",France,unknown,268.0,2.1,0.0,Organic MILK,No gluten,,b,United Kingdom,"en:ldpe-film, en:pp-pot","['en:ldpe-film', 'en:pp-pot']",Yeo Valley Organic kefir natural fermented yogurt,4.7,0.12,1.4,,5.4
"['en:e407', 'en:e955']",Milbona,5.3,"Bebidas y preparaciones de bebidas,Bebidas,Lácteos,Bebida lácteas,Leches aromatizadas,Leches de chocolate,Suplementos dietéticos,Suplementos de culturismo,Batidos protéicos","Chipre,Polonia",c,282.0,0.301,0.422,"skimmed milk 81%, milk protein 17%, low-fat cocoa 1,2%, stabilizer (carrageenan), sweetener (sucralose), flavouring","Bajo o sin grasas,Bajo en grasas,Sin gluten,Fuente de proteínas,Alto en proteinas,Sin azúcares añadidos,Rainforest Alliance,Rainforest Alliance Cocoa",,a,Alemania,"de:01 PET Flasche, de:02 PE-HD Deckel, de:06 PS Etikett, Pet-bottle, en:hdpe-cap","['de:01-pet-flasche', 'de:02-pe-hd-deckel', 'de:06-ps-etikett', 'en:pet-bottle', 'en:hdpe-cap']",Chocolate Drink,10.6,0.148,0.181,Lidl,5.12
[],ALITEY,8.2,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas no azucaradas, Bebidas de avena","France,Portugal,Romania,Spain",b,194.0,0.7,0.7,"Agua, avena (15%)","Bajo o sin azúcar, Sin gluten, 100% vegetal, FSC, FSC Mixto, Punto Verde, Sin azúcares añadidos, Sin lactosa, Baja-en-grasas-saturadas, Bajo-contenido-en-sal",VILADRAU (GIRONA),b,,Tetra Brik,['es:tetra-brik'],Bebida de avena,1.6,0.03,0.1,Mercadona,4.8
[],Poulain,8.9,"Beverages and beverages preparations,Beverages,Cocoa and its products,Beverage preparations,Cocoa and chocolate powders,Instant beverages,Chocolate powders",France,c,296.0,1.9,1.1,"Sugar, fat-reduced cocoa powder (11 % cocoa butter) 47%, natural flavouring. May contain milk","Green Dot,Triman",France,unknown,"France,Africa,fr:Loir et Cher,fr:Unión Europea","Boîte en plastique,Couvercle en plastique,Opercule en papier et plastique","['fr:boite-en-plastique', 'fr:couvercle-en-plastique', 'fr:opercule-en-papier-et-plastique']",Grand Arôme moins de sucre,3.9,0.11,1.1,"carrefour.fr,Intermarché,super u,Leclerc",8.4
[],,,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles, en:Boissons, en:Eaux, en:Eaux de sources, en:Eaux minérales, en:Eaux minérales naturelles","France,Morocco,Maroc",not-applicable,,,,26 12 Sodium Calcium Magnésium Potassium Bicarbonates Sulfates Chlorures Nitrates మీలోమి fro 3 104 42 14'huile de palme présence 100g d'huile de palme,,,a,,,[],Sidi Ali,,,,,
[],VichyST Yorre,,"Boissons, Boissons gazeuses, Eaux, Eaux de sources, Eaux minérales, Eaux gazeuses, Eaux minérales naturelles, Eaux minérales gazeuses",France,not-applicable,0.0,,,eau minérale,,,a,,en:Bouteille et bouchons 100% recyclable,['en:bouteille-et-bouchons-100-recyclable'],Vichy ST yorre,,0.427,,carrefour.fr,
[],Ocean Spray,9.3,"Aliments et boissons à base de végétaux, Boissons, Surgelés, Boissons à base de végétaux, Boissons aux fruits, Boissons à la canneberge, Boissons avec sucre ajouté",France,c,167.0,0.0,0.0,"Eau, jus de cranberry à base de concentré (27%), sucre, vitamine C, concentré de légumes et fruits (carottes, cranberry), arôme naturel","Végétarien, Végétalien, Triman",,e,,Bouteille en plastique,['fr:bouteille-en-plastique'],Cranberry,0.0,0.0,0.0,,9.3
[],"Nestlé,Caro,Ricore",83.0,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Boissons à base de végétaux, Cafés, Boissons instantanées, Boissons sans alcool, Cafés solubles, Chicorée soluble, Chicoree",France,a,1573.0,0.3,8.0,"ORGE (44%), ORGE MALTEE (28%), SEIGLE (14%), chicorée (14%).","Point Vert, Sans sucre ajouté, Nutriscore, Nutriscore A, Triman",,d,,"Boîte,Boîte de conserve ou canette,Carton,Canette,Sous-vide,Boîte en carton,Opercule en plastique","['en:box', 'en:can', 'en:cardboard', 'en:drink-can', 'en:vacuum-packed', 'fr:boite-en-carton', 'fr:opercule-en-plastique']",RICORÉ® aux céréales et à la chicorée solubles Boîte 250g,5.1,0.23,0.2,"Monoprix,Magasins U,Carrefour",3.2
[],"Marque repère,Laqueuille",0.0,"Boissons, Eaux, Produits de montagne, Eaux de sources, Eaux minérales, Boissons sans alcool, Eaux de montagne",France,not-applicable,0.0,0.0,,eau de source,,"63820,Laqueuille,France",a,,"Plastique,PET - Polytéréphtalate d'éthylène,Bouteille,Bouteille plastique et son boucon à recycler","['en:plastic', 'en:pet-polyethylene-terephthalate', 'en:bottle', 'fr:bouteille-plastique-et-son-boucon-a-recycler']",Eau de source de montagne Laqueuille,0.0,0.0015,0.0,Leclerc,0.0
"['en:e160c', 'en:e296', 'en:e300', 'en:e330']","Oasis,Oasis Tropical",7.9,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons gazeuses, Boissons aux fruits, Sodas, Sodas aux fruits, Boissons sans alcool, Boissons avec sucre ajouté","Belgique,France,en:Belgique,en:Suisse",not-applicable,141.0,0.0,,"eau de source 80%, jus de fruits à base de concentrés 12% (orange 6,5%, pomme, fruit de la passion 0,1%, mangue 0,08%), sucre, sirop de fructose, acidifiant : acide citrique et acide malique, arôme naturel, antioxydant : acide ascorbique,  colorant : extrait de paprika, arôme naturel d'orange.",en:Sans conservateurs,France,e,France,"Métal,Boîte de conserve ou canette,Canette,Acier","['en:metal', 'en:can', 'en:drink-can', 'en:steel']",Oasis tropical,0.1,0.0,0.0,"Carrefour,E.Leclerc",7.8
[],"Nescafé,Nestlé,Special filtre",3.1,"Plantaardige levensmiddelen en dranken, Dranken, Plantaardige levensmiddelen, Warme dranken, Koffies, Oplosdranken, Oploskoffies, Suikervrije dranken","France,Polynésie française,Suisse",e,484.0,0.2,34.1,"Café,","Groene Punt, Geproduceerd in Frankrijk, Triman",,unknown,France,"Glas, Doos, Pot","['en:glass', 'en:box', 'en:jar']",SPECIAL FILTRE L'Original,7.8,0.25,0.1,"Leclerc,Magasins U,carrefour, carrefour.fr",3.1
['en:e330'],Pulco,1.0,"Boissons, Sirops, Sirops aromatisés, Jus","Frankreich, Schweiz, Germany",a,93.0,0.0,,"Eau, jus de citron vert à base de concentré (équivalent à 36 % de jus reconstitué), pulpes de citron 4 %, acidifiant : acide citrique, extrait de citron vert.","Peu ou pas de sucre, Sans conservateurs, Sans sucre ajouté, Sans colorants",,c,,"Glass,Bottle","['en:bottle-or-vial', 'en:glass', 'en:bottle']",Citron Vert,0.2,0.01,0.0,"Magasins U,carrefour.fr,intermarché,leclerc",0.8
[],Bjorg,11.0,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Substituts du lait, Fruits à coques et dérivés, Boissons à base de végétaux, Boissons végétales, Boissons sans sucre ajouté, Boissons multivégétaux",France,unknown,318.0,3.0,0.5,"Eau, épeautre* 7%, riz* 6%, noisettes* 3%, avoine* 2,2%, huile de tournesol* pressée à froid, sel marin.

*bio","Bio, Végétarien, Bio européen, Agriculture non UE, Végétalien, 100% végétal, Entreprise B certifiée, Agriculture UE, Agriculture UE/Non UE, FR-BIO-01, en:FSC, FSC Mix, Point Vert, IT-BIO-006, IT-BIO-007, en:low-content-of-saturated-fat, Fabriqué en Italie, Sans sucre ajouté, Nutriscore, Nutriscore B, AB Agriculture Biologique, Triman",Italie,b,Union Européenne et Non Union Européenne,"Composites multicouches,Plastique,Tetra Pak,Brique,Brique en carton,Bouchon,Sec","['en:composite-material', 'en:lid-or-cap', 'en:plastic', 'en:bottle-cap', 'en:tetra-pak', 'en:brick', 'en:dry', 'fr:brique-en-carton']",Épeautre noisette bjorg,1.0,0.09,0.3,"Monoprix,Magasins U,carrefour.fr,Auchan",5.4
"['en:e330', 'en:e331']",Coca cola,9.3,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Orange-based beverages","Italy,Morocco",c,165.0,0.0,5.0,"water, fructose-glucosic syrup, orange juice from concentrate (7%), orange pulp (4%) acid: citric acid, acidity regulator: sodium citrates, stabilisers: arabic gum and glycerolesters of wood resins, antioxidant aroma: ascorbic acid carotene dye",,Orange,d,,"Plastic,it:bottiglia pet","['en:plastic', 'it:bottiglia-pet']",,0.0,0.08,0.0,"Marjane,Carrefour",9.3
"['en:e296', 'en:e300', 'en:e330', 'en:e331', 'en:e331iii', 'en:e960a']",Lipton,3.1,"Boissons, Boissons au thé, Thés glacés, Boissons avec sucre ajouté","France,en:reunion",b,56.0,0.0,,"Eau,sucre,fructose,acidifiants (acide citrique, acide malique),extrait de thé noir⁽¹⁾ (0,12%),jus de pêche à base de concentré (0,1%),correcteur d'acidité (citrate trisodique),arômes,antioxydant (acide ascorbique),édulcorant (Glycosides de stéviol issus de Stevia),⁽¹⁾ Certifié Rainforest Alliance. Plus d'informations sur ra.org. People and nature = l'humain et la nature.","Point Vert, Metal recycles forever, Sans colorants, Rainforest Alliance, Triman",,c,,"Métal, en:Recyclable Metals, Aluminium, Boîte de conserve ou canette, Canette","['en:metal', 'en:recyclable-metals', 'en:aluminium', 'en:boite-de-conserve-ou-canette', 'en:canette']",Lipton Ice Tea Saveur Pêche,0.0,0.03,0.0,,3.0
['en:e290'],"Pepsi,PepsiCo",11.0,"Beverages,Carbonated drinks,Sodas,Colas,Cola with sugar,Sweetened beverages","France,Romania",not-applicable,188.0,0.0,0.0,"water, sugar, carbon dioxide, dye (caramel with ammonium sulfite), fosforic acid, flavors, caffeine",,,e,,Plastic,['en:plastic'],Pepsi,0.0,0.01,0.0,,11.0
"['en:e296', 'en:e300', 'en:e330', 'en:e331']",May Tea,3.3,"Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Thés,Thés verts,Boissons au thé,Thés glacés saveur menthe",France,b,59.0,0.0,0.0,"Infusion de thé vert 94% (eau, infusion intense de thé vert), sucre, acidifiants: acide malique et acide citrique, correcteur d'acidité: citrate de sodium, arôme naturel, antioxydant: acide ascorbique","Sans arômes artificiels,Sans conservateurs,Rainforest Alliance,Sans édulcorants,Triman",,c,,fr:1 bouteille en plastique à recycler,['fr:1-bouteille-en-plastique-a-recycler'],Thé vert saveur menthe,0.0,0.03,0.0,CocciMarket,3.3
['en:e290'],quezac,,"Boissons, Boissons gazeuses, Eaux, Eaux de sources, Eaux minérales, Eaux gazeuses, Boissons sans sucre ajouté, Eaux minérales gazeuses","Belgium,France,Germany",not-applicable,,,,"EAU MINÉRALE NATURELLE, gaz carbonique.",Point Vert,ispagnac,a,France,"Plastic,fr:Bouchon en plastique,fr:Bouteille en plastique","['en:plastic', 'fr:bouchon-en-plastique', 'fr:bouteille-en-plastique']",Eau minérale gazeuse,,0.0275,,"Super U,Carrefour,carrefour.fr",
"['en:e331', 'en:e340']","Nestlé,Ricore",53.0,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons instantanées, Chicorée soluble, it:caffè solubile","France,La Réunion,Suisse",unknown,1818.0,15.5,11.0,"LAIT entier en poudre (38,9%), PETIT-LAIT filtré en poudre, café soluble (8,0%), fibres de chicorée (oligofructose) (8%), chicorée soluble (7,5%), stabilisant : E331, correcteur d'acidité : E340, sulfate de magnésium.","Point Vert, Fabriqué en France, Sans sucre ajouté, Nutriscore, Nutriscore A, Nutriscore B, Triman",France,e,"France,Inde,Café non-ue","Boîte,Boîte de conserve ou canette,Canette,1 Boîte en métal,1 couvercle Plastique,1 opercule metal","['en:box', 'en:can', 'en:drink-can', 'fr:1-boite-en-metal', 'fr:1-couvercle-plastique', 'fr:1-opercule-metal']","RICORE au Lait, Café & Chicorée, Boîte 400g",15.0,1.0,9.6,"Carrefour,Magasins U,carrefour.fr",39.0
[],"Kronenbourg,1664 Blonde",3.0,"Beverages, Alcoholic beverages, Beers, Lagers, Beverages  Alcoholic beverages  Beers",France,c,188.0,0.1,,chocolate,"Not advised for specific people, Not advised for pregnant women, Triman, fr:Déconseillé aux femmes enceintesOrigine FranceTriman",Obernai  France,not-applicable,France,"en:Bouteille,en:Verre  Bouteille","['en:bouteille', 'en:verre-bouteille']",1664,0.5,0.01,0.0,,0.08
[],Aqua Carpatica,,"Băuturi, Apa, en:Spring waters, en:Mineral waters",en:ro,not-applicable,,,,apă minerală,,,a,,,,Apă minerală naturală necarbogazoasă,,0.00203,,,
['en:e330'],Teisseire,81.0,"Boissons, Sirops, Sirops aromatisés, Sirops de grenadine, Boissons avec sucre ajouté",en:fr,a,1377.0,0.0,0.0,"Sucre, eau, sirop de glucose-fructose, jus de fruits à base de concentrés 13% (fruits rouges 10%: groseille, cassis, sureau, framboise; aronia). acidifiant: acide citrique, arômes naturels. *Cette recette est élaborée à partir d'arômes naturels non issus exclusivement de fruits rouges.","Metal recycles forever, Triman",,unknown,,,,Teisseire,0.0,0.0,0.0,,78.0
[],Evian,0.0,"Boissons, Eaux, Eaux de sources, Eaux minérales, Boissons sans alcool, Eaux minérales naturelles, Boissons sans sucre ajouté","Belgique,France,Luxembourg,Suisse",not-applicable,0.0,0.0,,"Eau minérale naturelle,",,,a,France,"en:pet-bottle,Bouchon en plastique,Bouteille en plastique,Bouteille plastique","['en:pet-bottle', 'fr:bouchon-en-plastique', 'fr:bouteille-en-plastique', 'fr:bouteille-plastique']",Evian,0.0,0.001625,0.0,"Carrefour,Auchan",0.0
[],Carrefour,0.0,"Boissons, Eaux, Produits de montagne, Eaux de sources, Eaux minérales, Boissons sans alcool, Boissons sans sucre ajouté, Eaux de montagne","France,Guadeloupe",not-applicable,0.0,0.0,,eau,,le mont dore,a,"Le mont dore,France","Bouchon plastique,Bouteille plastique","['fr:bouchon-plastique', 'fr:bouteille-plastique']",eau de source,0.0,0.000675,0.0,carrefour,0.0
"['en:e322', 'en:e322i', 'en:e450']","Nestlé,Nesquik, Nestlé",78.9,"Beverages, Breakfasts, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate powders","Frankreich, Guadeloupe, Martinique, Neukaledonien, Réunion, Senegal, Schweiz, Germany",c,1634.0,3.6,7.7,"sugar, lean cocoa (21,3%), dextrose, emulsifier: soya lecithin, minerals: magnesium carbonate, iron pyrophosphate, zinc sulphate, vitamins: c, b1, d, salt, cinnamon, flavors,
gluten free,","No gluten, No artificial flavors, Made in France, Nutriscore, Nutriscore Grade B, Rainforest Alliance, Triman",,b,,"Plastic, Pot, Box, fr:Opercule en plastique","['en:plastic', 'en:pot', 'en:box', 'fr:opercule-en-plastique']",,5.1,0.41,1.6,"Leclerc,Magasins U",75.1
[],Borsec,0.0,"Beverages, Waters, Spring waters, en:mineral-waters","France,Romania",not-applicable,0.0,0.0,,"hydrogencarbonate (hco,) 333,5 calcium (ca) magnesium (mg*) sodium (na) dry residue at 180°c ph 62,7 27,8 2,6 281 742",Kosher,,a,,,[],Apa minerala plată,0.0,0.0,0.0,,0.0
"['en:e170', 'en:e170i', 'en:e340', 'en:e340ii', 'en:e341']",Oatly!,6.6,"Plant-based foods and beverages, Beverages, Plant-based foods, Cereals and potatoes, Dairy substitutes, Cereals and their products, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Cereal-based drinks, Oat-based drinks","Spain,United Kingdom,Francia",b,239.0,2.8,0.8,"oat base (water, oats 10%), rapeseed oil, acidity regulator (dipotassium phosphate), calcium carbonate, calcium phosphates, iodised salt, fortifications (d2, riboflavin, b12),","Vegetarian, Vegan, FSC, FSC Mix",,b,,"Composite-carton,Pet1-cap,Pp-lid","['en:composite-carton', 'en:pet1-cap', 'en:pp-lid']",Oatly drink whole fridge version,1.0,0.1,0.3,Sainsbury's,4.1
[],Saguaro,,"Beverages, Waters, Spring waters, Boissons, Eaux, Eaux de sources","France,en:Belgique",not-applicable,,,,spring water,"Nutriscore, Point Vert",France,a,en:F-08430 JANDUN,"Bouteille,Plastique","['en:plastic', 'en:bottle']",Eau de source,,0.001975,,Lidl,
[],Perrier,,"Boissons, Boissons gazeuses, Eaux, Eaux de sources, Eaux minérales, Eaux gazeuses, Eaux minérales naturelles, Boissons sans sucre ajouté, Eaux minérales gazeuses, Eau minérale naturelle gazéifiée",France,not-applicable,,,,"Minéralisation caractéristique (mg/L) : Calcium 150 / sodium 9,6 / Magnésium 3,9 / Chlorure 19,5 / Potassium <T1 / Hydrogénocarbonate 420 / Sulfate 25,3 / Nitrate 7,3 / Résidu sec à 180°C : 456. pH = 5,5.","Point Vert, Metal recycles forever, Nutriscore, Triman",,a,"France,Gard,Vergèze","Métal,en:Recyclable Metals,Boîte de conserve ou canette,Canette,Boîte métal","['en:metal', 'en:recyclable-metals', 'en:can', 'en:drink-can', 'fr:boite-metal']",PERRIER eau minérale naturelle gazeuse,,0.024,,Carrefour,
"['en:e330', 'en:e950', 'en:e955']",Schweppes,5.8,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons sans alcool, Eau tonique, Boissons avec sucre ajouté","Belgium,France",not-applicable,82.0,0.0,,"Eau gazéifiée, sucre, acidifiant: acide citrique, arômes naturels, arôme: quinine, édulcorants : acésulfame K et sucralose.","Bio, Végétarien, Végétalien, en:Soil Association Organic",,d,,"METAL recyclable à l'infini, Bac de tri","['fr:bac-de-tri', 'fr:metal-recyclable-a-l-infini']",schweppes Indian tonic,0.0,0.0,0.0,leclerc,5.8
['en:e330'],Pulco,35.6,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Syrups,Flavoured syrups,Still fruit soft drinks,Sweetened beverages",France,b,691.0,0.1,,"jus de fruits à base de concentré : pamplemousse rose 22%, clémentine 20%, orange 16.5%, citron vert 12,5%, citron 10,5%, orange sanguine 4% (équivalent à 84% de jus reconstitués), sucre, pulpe de citron 5%, acidifiant : acide citrique, arômes naturels d'agrumes.","No preservatives,No colorings,No dyes or preservatives",,d,,"Dop,Glas,Wijnkurk,Fles,fr:Bouteille en verre","['en:bottle-cap', 'en:glass', 'en:wine-cork', 'en:bottle']",Pulco à diluer - Agrumes,0.6,0.01,0.0,carrefour.fr,34.4
"['en:e150', 'en:e290', 'en:e338']","Pepsi,PepsiCo",11.09,"Beverages,Carbonated drinks,Sodas,Colas,Sweetened beverages",Romania,not-applicable,188.0,0.0,,"Bauturà racoritoare carbogazoasă cu aroma de cata, Ingrediente: apa, zahär, dioxid de carbon, colorant (caramel (ETSod)), acidifiant (acid fosforic), arome, cafeina, Declaratie nytritionala per 100 ml: Valoare energetica 182 kJ/",,,e,,,[],,0.0,0.01,0.0,,11.05
"['en:e415', 'en:e418']","Vemondo,Lidl,Grønvang Food ApS",2.7,"Pflanzliche Lebensmittel und Getränke, Getränke, en:Dairy substitutes, Milchersatz, Pflanzliche Getränke, Pflanzenmilch, en:Mixed plant milks","Austria,Belgium,France,Germany,Hungary,Romania,United Kingdom",unknown,97.0,1.3,0.1,"Wasser, 5,6% Bio Kokosnussmilch, 3,5% Bio Reis, Meersalz, Stabilisatoren: Bio Guarkernmehl, Gellan, Xanthan; natürliches Kokosnuss-Aroma.","Niedrig oder kein Fett, Fettarm, Bio, Vegetarisch, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, Vegan, EG-Öko-Verordnung, 100% pflanzlich, CO2-neutral, CO2e neutral, DK-ØKO-100, Europäische Vegetarier-Union, Europäische Vegetarier-Union Vegan, FSC, FSC Mix, Ohne Zuckerzusatz, Laktosefrei, Nutriscore, Nutriscore B, Bio-organic",,b,Non European Union,"Lid or cap, Brick, Lid, en:composite-carton","['en:lid-or-cap', 'en:brick', 'en:lid', 'en:composite-carton']",Bio Kokonuss mit Reis,0.1,0.1,1.2,Lidl,1.9
[],"Lidl,Vemondo",6.0,Getränke,"France,Allemagne",unknown,159.0,1.2,0.6,"Eau, 10% avoine, huile de tournesol, sel de mer.","Bio, Végétarien, Bio européen, Agriculture non UE, Végétalien, Agriculture UE, Agriculture UE/Non UE, Union Végétarienne Européenne, Union Végétarienne Européenne Végétalien, Sans sucre ajouté, Nutriscore, Nutriscore B, AB Agriculture Biologique",,d,Italie,,[],Bio Hafer Drink,0.4,0.12,0.2,,4.0
[],Nescafé,3.1,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Boissons instantanées, Cafés solubles","France,French Polynesia",e,484.0,0.2,34.1,Café 100%,,France,c,,"Metal,Box,fr:Opercule en métal","['en:metal', 'en:box', 'fr:opercule-en-metal']",NES café soluble,7.8,0.3,0.1,"Magasins U,Carrefour,Auchan,carrefour.fr",3.1
"['en:e160', 'en:e955']","Pilos,Molkerei Gropper,Milbona,Lidl",5.5,"Bebidas,Laticínios,Bebidas lácteas,Suplemento alimentar,en:Bodybuilding supplements,en:Protein shakes","Bélgica,Alemanha,Itália,Polónia,Espanha",unknown,279.0,0.2,0.0,"87% lait écrémé, 12% protéines de lait, lait en poudre écrémé, arôme, extrait de vanille Bourbon, édulcorant : sucralose ; colorant : caroténoïdes.","Peu ou pas de matière grasse, Peu de matière grasse, Sans gluten, Source de protéines, Point Vert, Riche en protéines, Sans sucre ajouté, Nutriscore A",Deutschland,a,,"Plástico,Garrafa,Etiqueta,Tampa","['en:plastic', 'en:bottle', 'en:label', 'en:lid']",High Protein drink vanille,10.5,0.15,0.1,Lidl,5.5
['en:e330'],Badoit,4.9,"Boissons, Eaux, Boissons édulcorées, Eaux aromatisées, Boisson à l'eau minérale aromatisée sucrée, Boissons avec sucre ajouté, Eau-minerale-gazifiee",France,not-applicable,87.0,0.5,0.5,"son à l'eau minérale naturelle gazéifiée, au jus de fruits à base de concentré, aux arômes naturels, ents : eau minerale naturelle gazéifiée de St Alban (86,8 %), jus de fruits à base de concentré 8,8 % (pamolemousse 52%,ctron 3,1%), sucre (42 %), acidifiant : acide citrique, arômes naturels de pamplemousse et de citron-citron,vert, arôme naturel,","Sans conservateurs, Sans colorants",saint alban,d,France,"fr:bouchon plastique à recycler,fr:bouteille plastique à recycler","['fr:bouchon-plastique-a-recycler', 'fr:bouteille-plastique-a-recycler']",Bulles de fruits Pamplemousse Touche de citron,0.5,0.06,0.0,"Magasins U,carrefour.fr,Aldi",4.9
[],Ricard,,"Boissons, Boissons alcoolisées, Pastis, Boisson alcoolisé","Belgique,France,Suisse",c,1053.0,,,"eau, alcool, sucre, réglisse, d'anis 0,2%, sucre caramélisé, mélange de plantes aromatiques.","Déconseillé à certaines catégories de personnes, Point Vert, Non recommandé aux femmes enceintes",,not-applicable,"France,Provence","Glass,Bottle,Bottle cap,Wine cork,fr:Bouteille en verre","['en:glass', 'en:bottle', 'en:bottle-cap', 'en:wine-cork', 'fr:bouteille-en-verre']",Pastis de Marseille,,,,"Magasins U,Delhaize,Leclerc,Carrefour",
[],"Eaux Minérales d'Oulmes,",0.0,"Boissons, Eaux, Eaux de sources, Eaux minérales, en:Boissons, en:Eaux, en:Eaux de sources, en:Eaux minérales, en:Eaux minérales naturelles","Spain,France,Morocco,",not-applicable,0.0,0.0,,"Composition minérale en mg/
Résidu sec à 110°C: 186
12 t S Sodium 26 tCalciumMagnésium9 tiiSulfates 42 i3 t H Chiorures 14Potassium
Bicarbonates 104 i Nitrates",en:Maroc,"Oulmes,",a,"Maroc,","Plastique,",['en:plastique'],Sidi Ali,0.0,0.0065,0.0,,0.0
[],Vemondo,1.2,"Beverages, en:oat-milks","France, Germany, Hungary, en:romania",b,154.0,1.1,,"water, 10% oats, sunflower oil, table salt","Low or no salt, Low salt, Organic, Vegetarian, EU Organic, Vegan, EG-Öko-Verordnung, European Vegetarian Union, European Vegetarian Union Vegan, FSC, FSC Mix, Green Dot, IT-BIO-009, No added sugar, No lactose, AB Agriculture Biologique","Quargentan SpA,37047 San Bonifacio,Italien",b,Italy,"Tetra Pak, Cardboard, Paperboard, da:C/PAP 84, fr:Brique en carton, HDPE","['en:plastic', 'en:hdpe-high-density-polyethylene', 'en:tetra-pak', 'en:cardboard', 'en:paperboard', 'da:c-pap-84', 'fr:brique-en-carton']",Bio Organic - Oat (No Added Sugar),0.4,0.1,0.1,Lidl,4.4
['en:e330'],"DESPERADOS,HEINEKEN",6.3,"Boissons, Boissons alcoolisées, Bières, Lagers, Bières aromatisées","Belgique,France,La Réunion,Suisse",c,247.0,0.0,,"eau, malte d'orge, maïs, sirop de glucose, sucre, extraits de houblon, aromes (dont 75% Tequila), acidifiant: acide citrique,",Point Vert,France,not-applicable,,"Metal, Glass, Bottle, Bottle cap, Capsule","['en:metal', 'en:glass', 'en:bottle', 'en:bottle-cap', 'en:capsule']",Bière Tequila,0.0,0.01,0.0,,2.2
